
[Gradient Statistics for Epoch 1]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -3.37321e+00 | std:  2.86956e+01 | min: -1.05234e+02 | max:  6.15710e+01
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  8.07083e+01 | std:  9.16884e+02 | min: -1.37200e+03 | max:  1.43000e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -6.48594e+01 | std:  5.78925e+02 | min: -6.75000e+02 | max:  4.76750e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  1.36964e+01 | std:  2.77120e+02 | min: -1.38400e+03 | max:  2.02000e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  1.18180e+01 | std:  1.24098e+02 | min: -3.01750e+02 | max:  3.34750e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -4.57497e-01 | std:  3.52890e+02 | min: -3.07000e+03 | max:  4.03200e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean:  9.68625e+01 | std:  5.82789e+02 | min: -1.11500e+03 | max:  4.09600e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  1.86089e+00 | std:  6.34001e+01 | min: -3.29000e+02 | max:  4.69250e+02
xlstm.layers.0.mlstm.Wi.bias             | mean:  1.64118e+00 | std:  2.80911e+01 | min: -5.15000e+01 | max:  8.73750e+01
xlstm.layers.0.mlstm.Wf.weight           | mean:  8.12431e+00 | std:  1.35053e+02 | min: -7.98000e+02 | max:  7.23000e+02
xlstm.layers.0.mlstm.Wf.bias             | mean:  7.57473e+00 | std:  6.18951e+01 | min: -1.22812e+02 | max:  1.97125e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  4.27957e+00 | std:  6.52062e+01 | min: -3.18000e+02 | max:  2.87250e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -4.69533e+01 | std:  1.04537e+02 | min: -2.74750e+02 | max:  2.40500e+02
classifier.weight                        | mean:  3.33405e-03 | std:  2.67434e+02 | min: -1.26600e+03 | max:  9.57000e+02
classifier.bias                          | mean:  1.09375e-02 | std:  6.02967e+02 | min: -1.29700e+03 | max:  1.56000e+03

[Gradient Statistics for Epoch 33]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -9.91904e-01 | std:  2.03829e+01 | min: -6.82482e+01 | max:  4.56555e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean:  5.57047e+00 | std:  3.10418e+01 | min: -4.00502e+01 | max:  5.64081e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean: -7.38672e+00 | std:  6.47086e+01 | min: -9.85625e+01 | max:  6.56250e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean: -1.10979e+02 | std:  6.73761e+02 | min: -7.87000e+02 | max:  5.60500e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean:  1.48184e+01 | std:  5.11192e+02 | min: -2.59400e+03 | max:  3.36000e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -1.06440e+02 | std:  8.93362e+02 | min: -3.18200e+03 | max:  2.62200e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  1.05939e+00 | std:  2.79413e+01 | min: -7.39375e+01 | max:  1.24062e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean: -4.74776e+00 | std:  1.21345e+02 | min: -5.06500e+02 | max:  2.56500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean: -1.96378e+00 | std:  4.45746e+01 | min: -1.51625e+02 | max:  1.47000e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean:  8.49337e+00 | std:  1.93387e+02 | min: -5.81000e+02 | max:  5.92500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  4.36355e+00 | std:  7.57899e+01 | min: -2.97000e+02 | max:  2.76000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -1.76330e+01 | std:  1.16020e+02 | min: -2.31875e+02 | max:  3.59500e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -3.10854e+00 | std:  3.61180e+02 | min: -2.06800e+03 | max:  2.34200e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -1.06440e+02 | std:  8.93362e+02 | min: -3.18200e+03 | max:  2.62200e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -7.54092e-01 | std:  5.94582e+01 | min: -3.29000e+02 | max:  3.28500e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -4.74776e+00 | std:  1.21345e+02 | min: -5.06500e+02 | max:  2.56500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -2.65193e-01 | std:  9.18741e+01 | min: -5.08500e+02 | max:  4.58500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean:  8.49337e+00 | std:  1.93387e+02 | min: -5.81000e+02 | max:  5.92500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -1.54642e-01 | std:  5.37082e+01 | min: -2.81250e+02 | max:  2.81250e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -1.76330e+01 | std:  1.16020e+02 | min: -2.31875e+02 | max:  3.59500e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.09651e+01 | std:  5.53160e+02 | min: -1.13790e+03 | max:  1.66618e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean: -6.10570e+01 | std:  5.17527e+02 | min: -1.29101e+03 | max:  1.08726e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean: -5.61569e+02 | std:  1.46674e+03 | min: -2.72200e+03 | max:  1.45200e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean:  1.04260e+02 | std:  2.59483e+02 | min: -1.28125e+02 | max:  3.84250e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  1.14981e+00 | std:  3.13554e+02 | min: -2.01000e+03 | max:  2.83200e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean: -2.98068e+00 | std:  1.37683e+02 | min: -4.33750e+02 | max:  6.50500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  2.08386e+01 | std:  3.23583e+02 | min: -1.93100e+03 | max:  2.77600e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -4.50340e+01 | std:  4.32366e+02 | min: -1.55700e+03 | max:  1.32000e+03
xlstm.layers.0.mlstm.Wi.weight           | mean:  4.16781e+00 | std:  8.11118e+01 | min: -4.37750e+02 | max:  9.99000e+02
xlstm.layers.0.mlstm.Wi.bias             | mean:  2.28754e+00 | std:  3.59147e+01 | min: -7.48750e+01 | max:  1.64125e+02
xlstm.layers.0.mlstm.Wf.weight           | mean:  1.75255e+01 | std:  1.60406e+02 | min: -5.83000e+02 | max:  9.23000e+02
xlstm.layers.0.mlstm.Wf.bias             | mean:  1.25082e+01 | std:  7.88338e+01 | min: -1.88875e+02 | max:  2.38000e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  1.62214e+00 | std:  8.23880e+01 | min: -3.32500e+02 | max:  2.98750e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -3.77907e+01 | std:  1.24283e+02 | min: -3.58750e+02 | max:  2.92500e+02
classifier.weight                        | mean:  7.15256e-05 | std:  2.88641e+02 | min: -1.15100e+03 | max:  1.28700e+03
classifier.bias                          | mean: -2.08333e-02 | std:  4.53597e+02 | min: -9.47500e+02 | max:  7.27500e+02

[Gradient Statistics for Epoch 34]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  1.97604e+00 | std:  2.21510e+01 | min: -7.97239e+01 | max:  5.70822e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -1.59196e+01 | std:  3.99618e+01 | min: -8.25922e+01 | max:  4.73239e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  2.66285e+01 | std:  7.32815e+01 | min: -7.84375e+01 | max:  1.23125e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  3.06500e+02 | std:  8.76809e+02 | min: -6.09500e+02 | max:  1.13800e+03
xlstm.layers.0.slstm.Wz.block.weight     | mean: -6.42711e-01 | std:  4.57407e+02 | min: -1.94500e+03 | max:  2.13400e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -5.53516e+01 | std:  6.39130e+02 | min: -2.27600e+03 | max:  1.27100e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean: -1.59123e-01 | std:  2.70896e+01 | min: -1.16875e+02 | max:  1.21312e+02
xlstm.layers.0.slstm.Wi.block.bias       | mean:  5.05722e-01 | std:  1.17558e+02 | min: -4.92750e+02 | max:  4.67000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  6.93075e+00 | std:  4.05276e+01 | min: -1.07000e+02 | max:  1.60625e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -3.02095e+01 | std:  1.76187e+02 | min: -6.43500e+02 | max:  4.33750e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  2.93753e+00 | std:  7.46028e+01 | min: -3.06500e+02 | max:  3.44750e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -1.57298e+01 | std:  9.87198e+01 | min: -2.26250e+02 | max:  2.52375e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -4.74465e+00 | std:  3.29546e+02 | min: -1.37000e+03 | max:  1.55100e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -5.53516e+01 | std:  6.39130e+02 | min: -2.27600e+03 | max:  1.27100e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  2.44918e-01 | std:  5.43719e+01 | min: -3.31250e+02 | max:  3.17000e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean:  5.05722e-01 | std:  1.17558e+02 | min: -4.92750e+02 | max:  4.67000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -1.50191e+00 | std:  8.34853e+01 | min: -6.22000e+02 | max:  5.05750e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -3.02095e+01 | std:  1.76187e+02 | min: -6.43500e+02 | max:  4.33750e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -4.32128e-01 | std:  5.30655e+01 | min: -2.63750e+02 | max:  2.95750e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -1.57298e+01 | std:  9.87198e+01 | min: -2.26250e+02 | max:  2.52375e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.52290e+02 | std:  4.06996e+02 | min: -1.05236e+03 | max:  5.55915e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  9.04338e+01 | std:  4.87787e+02 | min: -1.40859e+03 | max:  1.32010e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  8.03889e+01 | std:  1.14989e+03 | min: -1.63300e+03 | max:  1.56300e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -8.94167e+02 | std:  6.77928e+02 | min: -1.67600e+03 | max: -4.69500e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  9.42023e+00 | std:  2.81664e+02 | min: -1.39300e+03 | max:  2.11000e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  6.82736e+00 | std:  1.41412e+02 | min: -3.27250e+02 | max:  7.25000e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  1.13666e+00 | std:  2.88687e+02 | min: -1.98600e+03 | max:  1.83400e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -3.34381e+01 | std:  3.85666e+02 | min: -1.24300e+03 | max:  1.45000e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -1.56259e+01 | std:  8.84653e+01 | min: -9.96500e+02 | max:  6.34500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -1.08086e+01 | std:  4.09890e+01 | min: -2.53750e+02 | max:  8.66875e+01
xlstm.layers.0.mlstm.Wf.weight           | mean: -3.89636e+00 | std:  1.55733e+02 | min: -8.17500e+02 | max:  8.85000e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.93839e+00 | std:  7.41082e+01 | min: -2.77750e+02 | max:  2.23000e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  1.23254e-01 | std:  8.03915e+01 | min: -3.44500e+02 | max:  3.39500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -3.91865e+01 | std:  1.06528e+02 | min: -3.00500e+02 | max:  2.87250e+02
classifier.weight                        | mean: -6.85081e-03 | std:  3.26890e+02 | min: -1.06900e+03 | max:  1.18600e+03
classifier.bias                          | mean: -6.97917e-02 | std:  5.03238e+02 | min: -1.11600e+03 | max:  1.03200e+03

[Gradient Statistics for Epoch 35]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  2.16095e+00 | std:  2.66010e+01 | min: -7.66031e+01 | max:  4.99289e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -2.31886e+01 | std:  1.67720e+01 | min: -5.79713e+01 | max: -1.44705e+00
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  3.95680e+01 | std:  4.59793e+01 | min: -4.90625e+00 | max:  1.13375e+02
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  4.28583e+02 | std:  3.19592e+02 | min:  2.15000e+02 | max:  7.96000e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -9.53169e+00 | std:  5.44931e+02 | min: -3.04600e+03 | max:  3.18200e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -8.46826e+01 | std:  8.39294e+02 | min: -3.09800e+03 | max:  2.86200e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  5.93646e+00 | std:  2.60218e+01 | min: -6.31562e+01 | max:  6.99375e+01
xlstm.layers.0.slstm.Wi.block.bias       | mean: -2.60164e+01 | std:  1.12562e+02 | min: -2.67500e+02 | max:  2.49000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  7.56900e+00 | std:  4.21409e+01 | min: -1.49500e+02 | max:  1.28000e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -3.33617e+01 | std:  1.82997e+02 | min: -5.07250e+02 | max:  6.07500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  3.79648e+00 | std:  7.64107e+01 | min: -3.10000e+02 | max:  3.91000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -5.72353e+01 | std:  1.11008e+02 | min: -3.30000e+02 | max:  2.96000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -1.49623e+01 | std:  3.86118e+02 | min: -2.19800e+03 | max:  2.74400e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -8.46826e+01 | std:  8.39294e+02 | min: -3.09800e+03 | max:  2.86200e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean: -8.20453e-01 | std:  5.77161e+01 | min: -2.14500e+02 | max:  2.33750e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -2.60164e+01 | std:  1.12562e+02 | min: -2.67500e+02 | max:  2.49000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -1.74085e+00 | std:  9.50433e+01 | min: -4.94250e+02 | max:  3.75500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -3.33617e+01 | std:  1.82997e+02 | min: -5.07250e+02 | max:  6.07500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -1.97525e+00 | std:  5.68241e+01 | min: -2.59750e+02 | max:  2.56750e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -5.72353e+01 | std:  1.11008e+02 | min: -3.30000e+02 | max:  2.96000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.06672e+02 | std:  3.55352e+02 | min: -9.81187e+02 | max:  4.73717e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  5.37287e+01 | std:  4.45009e+02 | min: -1.16808e+03 | max:  1.04380e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  3.33889e+02 | std:  9.93716e+02 | min: -1.19500e+03 | max:  1.33500e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -5.07583e+02 | std:  7.64013e+02 | min: -1.00350e+03 | max:  3.72250e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  2.38924e+01 | std:  2.97489e+02 | min: -1.79000e+03 | max:  1.76100e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  1.61758e+01 | std:  1.33946e+02 | min: -3.83250e+02 | max:  4.57500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -2.73239e+00 | std:  3.11856e+02 | min: -2.37600e+03 | max:  1.78800e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -4.69952e+01 | std:  4.56213e+02 | min: -1.91300e+03 | max:  9.47000e+02
xlstm.layers.0.mlstm.Wi.weight           | mean:  4.74811e+00 | std:  8.12582e+01 | min: -6.84000e+02 | max:  6.85500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean:  3.40688e+00 | std:  3.27345e+01 | min: -7.43750e+01 | max:  1.01812e+02
xlstm.layers.0.mlstm.Wf.weight           | mean: -2.45722e+01 | std:  1.75316e+02 | min: -1.62800e+03 | max:  9.45000e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -1.74999e+01 | std:  8.41835e+01 | min: -4.46250e+02 | max:  1.45125e+02
xlstm.layers.0.mlstm.Wo.weight           | mean:  4.60855e+00 | std:  8.50117e+01 | min: -3.40500e+02 | max:  3.81750e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -7.04199e+01 | std:  1.17030e+02 | min: -3.53000e+02 | max:  2.63750e+02
classifier.weight                        | mean:  2.03762e-03 | std:  2.90560e+02 | min: -1.25500e+03 | max:  1.20200e+03
classifier.bias                          | mean: -3.25521e-02 | std:  5.79518e+02 | min: -1.89200e+03 | max:  8.80500e+02

[Gradient Statistics for Epoch 36]
xlstm.layers.0.slstm.layer_norm.weight   | mean:  6.46473e-01 | std:  1.60256e+01 | min: -2.75154e+01 | max:  5.37886e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -1.07243e+01 | std:  2.57074e+01 | min: -6.28864e+01 | max:  1.41618e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  2.23340e+01 | std:  4.08705e+01 | min: -1.38984e+01 | max:  8.73750e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  2.03146e+02 | std:  5.51338e+02 | min: -1.42000e+02 | max:  8.39000e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -5.64147e+00 | std:  4.22087e+02 | min: -2.09800e+03 | max:  2.65200e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -8.58573e+01 | std:  5.74621e+02 | min: -1.41100e+03 | max:  1.24600e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  1.44381e+00 | std:  2.57468e+01 | min: -7.97500e+01 | max:  8.48125e+01
xlstm.layers.0.slstm.Wi.block.bias       | mean: -6.04811e+00 | std:  1.10891e+02 | min: -3.25500e+02 | max:  3.21000e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  2.05736e+00 | std:  4.21447e+01 | min: -1.34500e+02 | max:  1.25750e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -8.80546e+00 | std:  1.82172e+02 | min: -5.07000e+02 | max:  5.44500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean: -1.54128e+00 | std:  6.35653e+01 | min: -2.33000e+02 | max:  2.82500e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -2.77816e+01 | std:  9.73723e+01 | min: -2.25375e+02 | max:  2.41000e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -4.54832e-01 | std:  3.03758e+02 | min: -1.95700e+03 | max:  1.65500e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -8.58573e+01 | std:  5.74621e+02 | min: -1.41100e+03 | max:  1.24600e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  3.95520e-01 | std:  5.43932e+01 | min: -2.83500e+02 | max:  2.68500e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -6.04811e+00 | std:  1.10891e+02 | min: -3.25500e+02 | max:  3.21000e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean:  2.85811e-01 | std:  8.34183e+01 | min: -3.69250e+02 | max:  3.59500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -8.80546e+00 | std:  1.82172e+02 | min: -5.07000e+02 | max:  5.44500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -2.25935e-01 | std:  4.74725e+01 | min: -1.70750e+02 | max:  1.86875e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -2.77816e+01 | std:  9.73723e+01 | min: -2.25375e+02 | max:  2.41000e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -8.23519e+01 | std:  3.55198e+02 | min: -1.02242e+03 | max:  1.16744e+03
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  6.44808e+01 | std:  3.32021e+02 | min: -9.02591e+02 | max:  9.52425e+02
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  4.01688e+02 | std:  8.40317e+02 | min: -7.02500e+02 | max:  1.90600e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -5.93625e+02 | std:  8.38230e+02 | min: -1.42200e+03 | max:  2.54125e+02
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  1.04818e+01 | std:  2.50581e+02 | min: -1.28000e+03 | max:  1.73800e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  6.73750e+00 | std:  1.04990e+02 | min: -2.70250e+02 | max:  2.67500e+02
xlstm.layers.0.mlstm.Wv.block.weight     | mean:  6.45901e-01 | std:  3.09162e+02 | min: -2.22000e+03 | max:  2.87200e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -1.85918e+01 | std:  4.21965e+02 | min: -1.77600e+03 | max:  1.08400e+03
xlstm.layers.0.mlstm.Wi.weight           | mean: -2.10832e-01 | std:  6.71825e+01 | min: -4.43500e+02 | max:  5.15500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -3.97436e-01 | std:  3.03835e+01 | min: -1.01875e+02 | max:  1.66125e+02
xlstm.layers.0.mlstm.Wf.weight           | mean:  1.64310e+00 | std:  1.51312e+02 | min: -7.33000e+02 | max:  8.15500e+02
xlstm.layers.0.mlstm.Wf.bias             | mean:  1.56067e+00 | std:  7.53034e+01 | min: -2.07000e+02 | max:  2.26375e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -2.97740e+00 | std:  7.00813e+01 | min: -2.47625e+02 | max:  2.87500e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -4.60190e+01 | std:  1.13753e+02 | min: -3.10000e+02 | max:  2.14500e+02
classifier.weight                        | mean: -1.19820e-03 | std:  2.76851e+02 | min: -9.75000e+02 | max:  1.13500e+03
classifier.bias                          | mean: -1.65202e-02 | std:  4.30341e+02 | min: -1.31500e+03 | max:  7.18000e+02

[Gradient Statistics for Epoch 37]
xlstm.layers.0.slstm.layer_norm.weight   | mean: -2.23863e-01 | std:  1.52677e+01 | min: -3.84096e+01 | max:  2.51108e+01
xlstm.layers.0.slstm.layer_norm.bias     | mean: -9.28299e+00 | std:  8.38714e+00 | min: -2.19242e+01 | max:  1.45078e+01
xlstm.layers.0.slstm.causal_conv.conv.weight | mean:  2.37760e+01 | std:  1.21449e+01 | min:  9.82031e+00 | max:  4.42500e+01
xlstm.layers.0.slstm.causal_conv.conv.bias | mean:  1.74536e+02 | std:  1.43272e+02 | min:  2.13594e+01 | max:  3.05250e+02
xlstm.layers.0.slstm.Wz.block.weight     | mean: -7.99173e+00 | std:  5.63738e+02 | min: -4.15600e+03 | max:  3.83000e+03
xlstm.layers.0.slstm.Wz.block.bias       | mean: -2.59598e+02 | std:  9.01305e+02 | min: -4.05400e+03 | max:  1.46700e+03
xlstm.layers.0.slstm.Wi.block.weight     | mean:  2.86061e+00 | std:  2.62809e+01 | min: -6.44375e+01 | max:  9.18750e+01
xlstm.layers.0.slstm.Wi.block.bias       | mean: -1.20922e+01 | std:  1.12866e+02 | min: -3.61000e+02 | max:  2.53500e+02
xlstm.layers.0.slstm.Wf.block.weight     | mean:  2.88396e+00 | std:  4.45170e+01 | min: -1.11125e+02 | max:  1.73375e+02
xlstm.layers.0.slstm.Wf.block.bias       | mean: -1.24489e+01 | std:  1.91545e+02 | min: -6.86000e+02 | max:  4.41500e+02
xlstm.layers.0.slstm.Wo.block.weight     | mean:  5.31491e-01 | std:  7.46852e+01 | min: -2.83500e+02 | max:  3.05000e+02
xlstm.layers.0.slstm.Wo.block.bias       | mean: -2.73235e+01 | std:  1.06630e+02 | min: -4.00000e+02 | max:  2.35375e+02
xlstm.layers.0.slstm.Rz.block.weight     | mean: -1.12684e+01 | std:  3.81418e+02 | min: -2.76200e+03 | max:  2.32400e+03
xlstm.layers.0.slstm.Rz.block.bias       | mean: -2.59598e+02 | std:  9.01305e+02 | min: -4.05400e+03 | max:  1.46700e+03
xlstm.layers.0.slstm.Ri.block.weight     | mean:  9.32358e-02 | std:  5.46020e+01 | min: -2.15000e+02 | max:  2.44625e+02
xlstm.layers.0.slstm.Ri.block.bias       | mean: -1.20922e+01 | std:  1.12866e+02 | min: -3.61000e+02 | max:  2.53500e+02
xlstm.layers.0.slstm.Rf.block.weight     | mean: -8.77924e-01 | std:  9.04458e+01 | min: -3.84250e+02 | max:  5.19500e+02
xlstm.layers.0.slstm.Rf.block.bias       | mean: -1.24489e+01 | std:  1.91545e+02 | min: -6.86000e+02 | max:  4.41500e+02
xlstm.layers.0.slstm.Ro.block.weight     | mean: -8.27700e-01 | std:  5.13332e+01 | min: -1.83000e+02 | max:  2.04000e+02
xlstm.layers.0.slstm.Ro.block.bias       | mean: -2.73235e+01 | std:  1.06630e+02 | min: -4.00000e+02 | max:  2.35375e+02
xlstm.layers.0.mlstm.layer_norm.weight   | mean: -1.06216e+02 | std:  6.38103e+02 | min: -3.12184e+03 | max:  9.15947e+02
xlstm.layers.0.mlstm.layer_norm.bias     | mean:  1.29113e+02 | std:  6.67883e+02 | min: -1.71466e+03 | max:  1.83262e+03
xlstm.layers.0.mlstm.causal_conv.conv.weight | mean:  1.00739e+03 | std:  1.09489e+03 | min: -8.50500e+02 | max:  2.43000e+03
xlstm.layers.0.mlstm.causal_conv.conv.bias | mean: -8.85958e+02 | std:  7.37363e+02 | min: -1.50900e+03 | max: -7.18750e+01
xlstm.layers.0.mlstm.Wk.block.weight     | mean:  5.54350e+01 | std:  4.08977e+02 | min: -1.57100e+03 | max:  5.53600e+03
xlstm.layers.0.mlstm.Wk.block.bias       | mean:  4.02501e+01 | std:  2.01087e+02 | min: -3.71250e+02 | max:  1.04900e+03
xlstm.layers.0.mlstm.Wv.block.weight     | mean: -3.92351e+00 | std:  3.07997e+02 | min: -1.89700e+03 | max:  1.34500e+03
xlstm.layers.0.mlstm.Wv.block.bias       | mean: -3.85402e+01 | std:  3.72110e+02 | min: -1.20100e+03 | max:  7.83000e+02
xlstm.layers.0.mlstm.Wi.weight           | mean: -5.08908e+00 | std:  7.39346e+01 | min: -5.35000e+02 | max:  5.96500e+02
xlstm.layers.0.mlstm.Wi.bias             | mean: -3.76083e+00 | std:  2.96520e+01 | min: -7.50000e+01 | max:  8.00000e+01
xlstm.layers.0.mlstm.Wf.weight           | mean: -8.79796e+00 | std:  1.69236e+02 | min: -1.07000e+03 | max:  8.60500e+02
xlstm.layers.0.mlstm.Wf.bias             | mean: -5.65071e+00 | std:  8.73306e+01 | min: -3.36000e+02 | max:  2.58250e+02
xlstm.layers.0.mlstm.Wo.weight           | mean: -7.34313e-01 | std:  8.31135e+01 | min: -4.03000e+02 | max:  4.05000e+02
xlstm.layers.0.mlstm.Wo.bias             | mean: -4.64569e+01 | std:  1.18200e+02 | min: -4.14250e+02 | max:  3.12000e+02
classifier.weight                        | mean:  4.84327e-03 | std:  2.85492e+02 | min: -1.15800e+03 | max:  1.15100e+03
